23694595.505023487, 0.7334998256995876
33260315.376231253, 0.7605042024721798
52675112.916657336, 0.7884190940765152
88589431.33663622, 0.8476583229791281
206033105.78908104, 0.927846810285579
569814681.0084208, 1.0467866232243268
1247337581.2263355, 1.1884143368599966
2262279668.8304257, 1.2621928022285405
3554632684.273468, 1.3820728439092138
5500992617.298674, 1.5411948247726255
8972777025.873457, 1.7715633007853409
12307537261.424389, 1.975738083927907
15423503575.018515, 2.1507131133863497
19475442260.298683, 2.3269881773229257
25342973242.930485, 2.5484224583762733
32961208199.194805, 3.020297059379409
45537269628.054955, 3.5576753465680047
63380276708.99757, 4.267717867551403
88864845002.11104, 5.277337819196316
118189786536.29257, 6.526107955225721
170760408564.21542, 8.268297160028128
215466809773.77246, 9.979791031626423
304318019128.89014, 12.798792183223032
442900668067.042, 16.817411683540758
